emoji,name,cos_sim_cad,cos_sim_prompt
🏃🏻‍♀️,woman_running_light_skin_tone,0.017480,0.202914
🧑🏽‍🍳,cook_medium_skin_tone,0.017469,0.164311
👮🏾,police_officer_medium-dark_skin_tone,0.017459,-0.119051
🇮🇱,Israel,0.017439,0.127169
🇦🇽,Åland_Islands,0.017407,0.137349
👨🏼‍❤️‍💋‍👨🏽,kiss_man_man_medium-light_skin_tone_medium_skin_tone,0.017353,0.089166
👩🏾‍❤️‍💋‍👩🏽,kiss_woman_woman_medium-dark_skin_tone_medium_skin_tone,0.017344,0.086247
👩🏼‍✈️,woman_pilot_medium-light_skin_tone,0.017326,0.192486
🫱🏻‍🫲🏾,handshake_light_skin_tone_medium-dark_skin_tone,0.017299,0.142024
🤷🏼‍♀️,woman_shrugging_medium-light_skin_tone,0.017294,0.132231
💆‍♂️,man_getting_massage,0.017206,0.144902
🇲🇦,Morocco,0.017186,0.137886
👩🏼‍❤️‍💋‍👨🏼,kiss_woman_man_medium-light_skin_tone,0.017174,0.112490
🇮🇸,Iceland,0.017051,0.134246
🇫🇷,France,0.017032,0.127417
👨🏼‍🚒,man_firefighter_medium-light_skin_tone,0.016911,0.196056
⚫,black_circle,0.016728,-0.095745
👩🏼‍❤️‍💋‍👨🏻,kiss_woman_man_medium-light_skin_tone_light_skin_tone,0.016717,0.120669
☎️,telephone,0.016704,-0.128587
👩🏼‍❤️‍💋‍👨🏽,kiss_woman_man_medium-light_skin_tone_medium_skin_tone,0.016700,0.114771
🤾🏼‍♀️,woman_playing_handball_medium-light_skin_tone,0.016693,0.163635
💂,guard,0.016687,-0.164545
🤷🏼‍♂️,man_shrugging_medium-light_skin_tone,0.016653,0.127976
😅,grinning_face_with_sweat,0.016637,0.037476
👨🏽‍🍳,man_cook_medium_skin_tone,0.016579,0.155622
👩🏾‍🍳,woman_cook_medium-dark_skin_tone,0.016522,0.150606
💆🏼‍♂️,man_getting_massage_medium-light_skin_tone,0.016342,0.156885
🤷🏾‍♂️,man_shrugging_medium-dark_skin_tone,0.016340,0.100960
👩🏼‍❤‍💋‍👨🏼,kiss_woman_man_medium-light_skin_tone,0.016308,0.115407
👩‍🔧,woman_mechanic,0.016307,0.138480
🤵🏾,person_in_tuxedo_medium-dark_skin_tone,0.016285,-0.123658
🅿️,P_button,0.016256,-0.078598
🧑🏻‍🎨,artist_light_skin_tone,0.016244,0.097322
🧎🏽‍♀️,woman_kneeling_medium_skin_tone,0.016240,0.129315
1️⃣,keycap_1,0.016193,-0.133180
👩🏿‍❤️‍💋‍👨🏾,kiss_woman_man_dark_skin_tone_medium-dark_skin_tone,0.016169,0.013359
🇳🇷,Nauru,0.016121,0.140500
👲,person_with_skullcap,0.016058,-0.059539
⛪,church,0.016058,-0.056106
👴,old_man,0.016036,-0.058827
💁🏼‍♂,man_tipping_hand_medium-light_skin_tone,0.016024,0.000195
🪆,nesting_dolls,0.015984,-0.079497
👩🏽‍❤️‍💋‍👨🏼,kiss_woman_man_medium_skin_tone_medium-light_skin_tone,0.015971,0.122976
🙋🏾‍♀️,woman_raising_hand_medium-dark_skin_tone,0.015968,-0.042800
🤷🏾‍♀️,woman_shrugging_medium-dark_skin_tone,0.015966,0.102787
🧔🏽,person_medium_skin_tone_beard,0.015948,-0.097889
👱🏾‍♀️,woman_medium-dark_skin_tone_blond_hair,0.015917,0.089257
👨🏻‍❤️‍👨🏻,couple_with_heart_man_man_light_skin_tone,0.015899,0.137073
👨🏻‍🔧,man_mechanic_light_skin_tone,0.015854,0.167236
👩🏾‍❤️‍💋‍👨🏽,kiss_woman_man_medium-dark_skin_tone_medium_skin_tone,0.015830,0.112728
🗻,mount_fuji,0.015795,-0.092614
👩🏽‍❤️‍💋‍👨🏻,kiss_woman_man_medium_skin_tone_light_skin_tone,0.015783,0.123000
🪧,placard,0.015709,-0.070738
🇵🇰,Pakistan,0.015629,0.126358
👨🏽‍❤️‍💋‍👨🏻,kiss_man_man_medium_skin_tone_light_skin_tone,0.015621,0.095387
🔕,bell_with_slash,0.015581,-0.102189
🧘🏻‍♀,woman_in_lotus_position_light_skin_tone,0.015573,0.198300
👨🏽‍❤️‍💋‍👨🏽,kiss_man_man_medium_skin_tone,0.015523,0.097804
👩🏾‍❤️‍💋‍👨🏾,kiss_woman_man_medium-dark_skin_tone,0.015456,0.109787
👨🏼‍❤‍💋‍👨🏻,kiss_man_man_medium-light_skin_tone_light_skin_tone,0.015425,0.089873
👩🏽‍❤️‍💋‍👨🏽,kiss_woman_man_medium_skin_tone,0.015417,0.119521
👩🏼‍❤️‍💋‍👩🏽,kiss_woman_woman_medium-light_skin_tone_medium_skin_tone,0.015326,0.098026
🕵🏽‍♂,man_detective_medium_skin_tone,0.015321,0.048693
🇪🇬,Egypt,0.015304,0.121751
👨🏾‍❤️‍💋‍👨🏻,kiss_man_man_medium-dark_skin_tone_light_skin_tone,0.015290,0.064185
👩🏾‍❤‍💋‍👨🏻,kiss_woman_man_medium-dark_skin_tone_light_skin_tone,0.015284,0.106120
🪛,screwdriver,0.015257,-0.068882
⛲,fountain,0.015244,-0.071107
🏄🏾‍♀️,woman_surfing_medium-dark_skin_tone,0.015226,0.149624
🏦,bank,0.015217,-0.084671
🚵‍♀️,woman_mountain_biking,0.015205,0.107445
👩🏼‍🍳,woman_cook_medium-light_skin_tone,0.015198,0.172082
🏃🏽‍♀️,woman_running_medium_skin_tone,0.015173,0.201676
🚵‍♂️,man_mountain_biking,0.014952,0.102547
🧎🏿‍♀️,woman_kneeling_dark_skin_tone,0.014898,-0.026136
🟤,brown_circle,0.014871,-0.112924
🇧🇷,Brazil,0.014858,0.134293
⏲️,timer_clock,0.014835,-0.072198
🤷🏽‍♂️,man_shrugging_medium_skin_tone,0.014797,0.109144
🏉,rugby_football,0.014794,0.094352
👩🏼‍❤‍💋‍👨🏻,kiss_woman_man_medium-light_skin_tone_light_skin_tone,0.014709,0.119235
👩🏻‍❤️‍💋‍👨🏿,kiss_woman_man_light_skin_tone_dark_skin_tone,0.014708,-0.013791
👩🏾‍❤‍💋‍👨🏾,kiss_woman_man_medium-dark_skin_tone,0.014684,0.100473
🦹🏾‍♀,woman_supervillain_medium-dark_skin_tone,0.014604,-0.009959
🪮,hair_pick,0.014500,-0.086229
🇸🇮,Slovenia,0.014458,0.126923
💆🏻‍♂️,man_getting_massage_light_skin_tone,0.014431,0.150111
🇷🇴,Romania,0.014419,0.122847
👱🏻‍♂️,man_light_skin_tone_blond_hair,0.014417,0.136275
⛹🏻‍♀️,woman_bouncing_ball_light_skin_tone,0.014365,0.053536
🔛,ON!_arrow,0.014268,-0.121569
👩🏿‍❤‍💋‍👨🏾,kiss_woman_man_dark_skin_tone_medium-dark_skin_tone,0.014260,0.000667
🏌️‍♀️,woman_golfing,0.014177,0.192864
👱🏼‍♀️,woman_medium-light_skin_tone_blond_hair,0.014137,0.151290
👨‍🍳,man_cook,0.014089,0.149452
🧑🏽‍✈️,pilot_medium_skin_tone,0.014079,0.176063
👨‍✈️,man_pilot,0.013988,0.177820
🚶🏻‍♂️,man_walking_light_skin_tone,0.013984,0.134844
🖖🏾,vulcan_salute_medium-dark_skin_tone,0.013959,-0.132779
🏃🏼‍♀️,woman_running_medium-light_skin_tone,0.013950,0.189021
👩🏽‍❤️‍💋‍👩🏾,kiss_woman_woman_medium_skin_tone_medium-dark_skin_tone,0.013922,0.087203
👨🏿‍❤️‍💋‍👨🏿,kiss_man_man_dark_skin_tone,0.013878,-0.044636
🤶🏼,Mrs._Claus_medium-light_skin_tone,0.013862,-0.028452
🇭🇷,Croatia,0.013766,0.133455
🏴,black_flag,0.013743,-0.031465
👨🏿‍❤️‍💋‍👨🏼,kiss_man_man_dark_skin_tone_medium-light_skin_tone,0.013705,-0.014628
🧑🏾‍🔧,mechanic_medium-dark_skin_tone,0.013695,0.107177
👨🏽‍❤️‍💋‍👨🏼,kiss_man_man_medium_skin_tone_medium-light_skin_tone,0.013666,0.091880
🧑🏽‍🌾,farmer_medium_skin_tone,0.013654,0.176246
👨🏾‍❤‍💋‍👨🏻,kiss_man_man_medium-dark_skin_tone_light_skin_tone,0.013649,0.040258
🙆🏼‍♂️,man_gesturing_OK_medium-light_skin_tone,0.013520,0.089428
🧏🏽‍♀️,deaf_woman_medium_skin_tone,0.013520,0.174263
〰,wavy_dash,0.013487,-0.028578
✋🏾,raised_hand_medium-dark_skin_tone,0.013397,-0.178374
📙,orange_book,0.013378,-0.069709
👩🏽‍❤‍💋‍👩🏽,kiss_woman_woman_medium_skin_tone,0.013356,0.096467
🧛🏼‍♂,man_vampire_medium-light_skin_tone,0.013345,0.154115
👨🏼‍🍳,man_cook_medium-light_skin_tone,0.013331,0.176478
🦸🏽‍♀,woman_superhero_medium_skin_tone,0.013287,0.102254
👩🏾‍✈️,woman_pilot_medium-dark_skin_tone,0.013283,0.158972
👨🏾‍❤️‍💋‍👨🏾,kiss_man_man_medium-dark_skin_tone,0.013274,0.051821
🚒,fire_engine,0.013271,0.085822
📕,closed_book,0.013249,-0.057703
💂🏻‍♂️,man_guard_light_skin_tone,0.013220,0.059411
🪸,coral,0.013209,-0.060733
👨🏽‍🔧,man_mechanic_medium_skin_tone,0.013118,0.153094
🚶,person_walking,0.013063,-0.086561
🕥,ten-thirty,0.012970,-0.077938
🔝,TOP_arrow,0.012872,-0.141394
🤹🏽‍♀,woman_juggling_medium_skin_tone,0.012815,0.120315
🛃,customs,0.012814,-0.068941
👨🏾‍❤‍💋‍👨🏾,kiss_man_man_medium-dark_skin_tone,0.012786,0.036583
🔆,bright_button,0.012706,-0.160308
🧑🏻‍🩰,ballet_dancer_light_skin_tone,0.012705,0.041225
🤷🏽‍♀️,woman_shrugging_medium_skin_tone,0.012700,0.112435
🕵🏼‍♀,woman_detective_medium-light_skin_tone,0.012667,0.122397
🇱🇰,Sri_Lanka,0.012642,0.133436
🕜,one-thirty,0.012638,-0.097261
💂🏻‍♀️,woman_guard_light_skin_tone,0.012598,0.035955
🩰,ballet_shoes,0.012576,-0.103722
👩🏿‍❤‍💋‍👨🏽,kiss_woman_man_dark_skin_tone_medium_skin_tone,0.012566,0.008024
🧑‍🎨,artist,0.012563,0.078223
👧🏻,girl_light_skin_tone,0.012507,-0.132506
🫱🏼‍🫲🏻,handshake_medium-light_skin_tone_light_skin_tone,0.012490,0.156514
1⃣,keycap_1,0.012465,-0.129285
👫,woman_and_man_holding_hands,0.012453,-0.042321
🇲🇷,Mauritania,0.012451,0.126381
👨🏾‍❤️‍💋‍👨🏼,kiss_man_man_medium-dark_skin_tone_medium-light_skin_tone,0.012363,0.061181
🗜️,clamp,0.012327,-0.092622
🧗‍♂️,man_climbing,0.012296,0.128047
🤟🏻,love-you_gesture_light_skin_tone,0.012285,-0.125787
💔,broken_heart,0.012234,0.020649
👩🏾‍❤️‍💋‍👨🏼,kiss_woman_man_medium-dark_skin_tone_medium-light_skin_tone,0.012169,0.111033
👩‍⚕️,woman_health_worker,0.012143,0.175855
👩🏼‍❤️‍💋‍👩🏾,kiss_woman_woman_medium-light_skin_tone_medium-dark_skin_tone,0.012128,0.075424
👩🏾‍❤‍💋‍👨🏽,kiss_woman_man_medium-dark_skin_tone_medium_skin_tone,0.012094,0.099667
👯🏻‍♂️,men_with_bunny_ears_light_skin_tone,0.012072,0.128014
👨🏽‍❤‍💋‍👨🏽,kiss_man_man_medium_skin_tone,0.012039,0.090737
🧑🏽‍🔧,mechanic_medium_skin_tone,0.011994,0.163379
🙇🏽‍♂️,man_bowing_medium_skin_tone,0.011978,0.068249
🇦🇷,Argentina,0.011974,0.131914
〽️,part_alternation_mark,0.011942,-0.017504
🧗🏽‍♀️,woman_climbing_medium_skin_tone,0.011884,0.117933
🧎🏾‍♂️,man_kneeling_medium-dark_skin_tone,0.011865,0.074944
🇵🇪,Peru,0.011833,0.123281
👩🏽‍❤‍💋‍👨🏽,kiss_woman_man_medium_skin_tone,0.011809,0.112578
🇦🇮,Anguilla,0.011593,0.132550
👁‍🗨,eye_in_speech_bubble,0.011568,-0.130688
⛰️,mountain,0.011556,0.004965
🧖‍♀️,woman_in_steamy_room,0.011545,0.198844
🏓,ping_pong,0.011464,-0.078846
🙆‍♀️,woman_gesturing_OK,0.011393,0.029787
👩🏾‍❤‍💋‍👨🏼,kiss_woman_man_medium-dark_skin_tone_medium-light_skin_tone,0.011376,0.099978
⛹🏻‍♂️,man_bouncing_ball_light_skin_tone,0.011372,0.071387
🧑🏼‍🌾,farmer_medium-light_skin_tone,0.011361,0.179038
👨🏽‍🚒,man_firefighter_medium_skin_tone,0.011355,0.172391
👨🏽‍❤‍💋‍👨🏻,kiss_man_man_medium_skin_tone_light_skin_tone,0.011331,0.083830
🥴,woozy_face,0.011259,-0.024657
👩🏿‍❤‍💋‍👨🏼,kiss_woman_man_dark_skin_tone_medium-light_skin_tone,0.011259,0.008304
👩🏼‍❤‍💋‍👨🏽,kiss_woman_man_medium-light_skin_tone_medium_skin_tone,0.011207,0.109809
👨🏾‍❤️‍💋‍👨🏽,kiss_man_man_medium-dark_skin_tone_medium_skin_tone,0.011186,0.051067
🧑‍🤝‍🧑,people_holding_hands,0.011127,0.141386
🛍,shopping_bags,0.011123,-0.060516
👰🏼,person_with_veil_medium-light_skin_tone,0.011068,-0.111996
🧗🏽‍♂️,man_climbing_medium_skin_tone,0.010997,0.112848
👷‍♂️,man_construction_worker,0.010993,0.165274
🚶‍♀️,woman_walking,0.010902,0.087312
👩🏽‍❤‍💋‍👨🏼,kiss_woman_man_medium_skin_tone_medium-light_skin_tone,0.010848,0.109293
👨‍👩‍👧‍👦,family_man_woman_girl_boy,0.010846,0.164010
👘,kimono,0.010838,-0.159225
👱🏼‍♂️,man_medium-light_skin_tone_blond_hair,0.010726,0.140398
🛋,couch_and_lamp,0.010679,-0.067209
👩🏽‍❤‍💋‍👨🏻,kiss_woman_man_medium_skin_tone_light_skin_tone,0.010644,0.114568
👨🏻‍🌾,man_farmer_light_skin_tone,0.010573,0.175901
👨🏿‍❤️‍💋‍👨🏽,kiss_man_man_dark_skin_tone_medium_skin_tone,0.010526,-0.028056
📗,green_book,0.010513,-0.082240
🏳️,white_flag,0.010452,0.065818
♋,Cancer,0.010425,0.165054
🏮,red_paper_lantern,0.010411,-0.123931
👩🏻‍❤️‍💋‍👨🏾,kiss_woman_man_light_skin_tone_medium-dark_skin_tone,0.010364,0.065042
🧚🏿‍♀️,woman_fairy_dark_skin_tone,0.010362,-0.046878
🏘,houses,0.010324,-0.061169
👩🏻‍🚒,woman_firefighter_light_skin_tone,0.010322,0.179351
🙆🏽‍♂️,man_gesturing_OK_medium_skin_tone,0.010260,0.080411
👅,tongue,0.010229,-0.125267
🏃‍♀️,woman_running,0.010226,0.194161
👨🏿‍❤‍💋‍👨🏼,kiss_man_man_dark_skin_tone_medium-light_skin_tone,0.010031,-0.026478
👨🏻‍❤‍💋‍👨🏾,kiss_man_man_light_skin_tone_medium-dark_skin_tone,0.010005,0.030807
🏞,national_park,0.009997,-0.053739
🧑🏽‍⚕️,health_worker_medium_skin_tone,0.009986,0.178879
💉,syringe,0.009935,-0.104564
🫱🏼‍🫲🏽,handshake_medium-light_skin_tone_medium_skin_tone,0.009931,0.148722
👨🏿‍❤‍💋‍👨🏾,kiss_man_man_dark_skin_tone_medium-dark_skin_tone,0.009927,-0.031032
🧑🏼‍🍳,cook_medium-light_skin_tone,0.009856,0.170090
🇦🇴,Angola,0.009744,0.121745
👇🏿,backhand_index_pointing_down_dark_skin_tone,0.009682,-0.116273
🪭,folding_hand_fan,0.009636,-0.106907
♊,Gemini,0.009537,0.126102
🧗‍♀️,woman_climbing,0.009502,0.140697
🇰🇼,Kuwait,0.009490,0.119113
🕵‍♂,man_detective,0.009480,0.061594
💆🏿‍♀️,woman_getting_massage_dark_skin_tone,0.009368,-0.101095
🇲🇿,Mozambique,0.009349,0.124227
🧎🏿‍♀‍➡️,woman_kneeling_facing_right_dark_skin_tone,0.009335,-0.074164
🇵🇹,Portugal,0.009234,0.118183
👨🏽‍❤‍💋‍👨🏼,kiss_man_man_medium_skin_tone_medium-light_skin_tone,0.009233,0.074928
⚜,fleur-de-lis,0.009181,-0.112690
🤹🏾‍♀,woman_juggling_medium-dark_skin_tone,0.009129,0.045261
🧘‍♀,woman_in_lotus_position,0.009094,0.207903
👬🏻,men_holding_hands_light_skin_tone,0.008984,-0.142775
🤾🏾‍♂️,man_playing_handball_medium-dark_skin_tone,0.008976,0.088427
🚵🏽‍♂️,man_mountain_biking_medium_skin_tone,0.008973,0.097561
🧖🏽‍♂️,man_in_steamy_room_medium_skin_tone,0.008917,0.180694
🏜,desert,0.008913,0.029679
👩🏻‍❤️‍👨🏻,couple_with_heart_woman_man_light_skin_tone,0.008722,0.118536
🚵🏽‍♀️,woman_mountain_biking_medium_skin_tone,0.008697,0.092370
🏌🏾‍♀️,woman_golfing_medium-dark_skin_tone,0.008692,0.146188
🧑🏼‍✈️,pilot_medium-light_skin_tone,0.008670,0.178116
🤚,raised_back_of_hand,0.008656,-0.148967
🪔,diya_lamp,0.008588,-0.089017
👦🏻,boy_light_skin_tone,0.008573,-0.115144
🧑🏻‍🔬,scientist_light_skin_tone,0.008572,0.116525
🇧🇴,Bolivia,0.008571,0.127668
👯🏽‍♀️,women_with_bunny_ears_medium_skin_tone,0.008546,0.115561
🕵🏼‍♂,man_detective_medium-light_skin_tone,0.008509,0.126317
👨‍👨‍👧‍👦,family_man_man_girl_boy,0.008504,0.163943
🏌🏻‍♂️,man_golfing_light_skin_tone,0.008395,0.179717
🅰️,A_button_(blood_type),0.008371,-0.122511
🤾🏽‍♀️,woman_playing_handball_medium_skin_tone,0.008311,0.142085
👨🏿‍❤️‍💋‍👨🏾,kiss_man_man_dark_skin_tone_medium-dark_skin_tone,0.008289,-0.029012
👨‍👩‍👦‍👦,family_man_woman_boy_boy,0.008253,0.147977
👨🏿‍❤‍💋‍👨🏿,kiss_man_man_dark_skin_tone,0.008218,-0.055781
👩🏽‍❤‍💋‍👩🏾,kiss_woman_woman_medium_skin_tone_medium-dark_skin_tone,0.008217,0.082076
🇲🇪,Montenegro,0.008212,0.116571
🗝,old_key,0.008123,-0.145978
👩‍❤‍👩,couple_with_heart_woman_woman,0.008086,0.041303
🇵🇷,Puerto_Rico,0.008002,0.116961
🫆,fingerprint,0.007991,-0.152223
👨🏽‍✈️,man_pilot_medium_skin_tone,0.007958,0.164850
🧛‍♂,man_vampire,0.007945,0.111509
👩🏻‍❤‍💋‍👨🏿,kiss_woman_man_light_skin_tone_dark_skin_tone,0.007937,-0.029583
🆕,NEW_button,0.007925,-0.163488
⚕,medical_symbol,0.007925,-0.073983
🏌🏽‍♀️,woman_golfing_medium_skin_tone,0.007889,0.180081
🏢,office_building,0.007816,-0.074721
🤹‍♂,man_juggling,0.007749,0.105991
🚴🏻‍♂,man_biking_light_skin_tone,0.007688,0.159197
🏩,love_hotel,0.007681,-0.060824
🏟,stadium,0.007677,-0.055674
🪏,shovel,0.007662,-0.071191
⛴️,ferry,0.007447,-0.063660
🫱🏽‍🫲🏻,handshake_medium_skin_tone_light_skin_tone,0.007419,0.143207
👩🏻‍🔧,woman_mechanic_light_skin_tone,0.007402,0.150008
👷🏾,construction_worker_medium-dark_skin_tone,0.007371,-0.098137
🙍🏿‍♂️,man_frowning_dark_skin_tone,0.007257,-0.040749
🙆🏼‍♀️,woman_gesturing_OK_medium-light_skin_tone,0.007202,0.080147
🤷🏻‍♀,woman_shrugging_light_skin_tone,0.007200,0.128009
👩🏻‍❤‍💋‍👩🏿,kiss_woman_woman_light_skin_tone_dark_skin_tone,0.007192,-0.066862
👨‍❤️‍👨,couple_with_heart_man_man,0.007164,0.105879
🧎🏿,person_kneeling_dark_skin_tone,0.007140,-0.072196
🧑‍⚕️,health_worker,0.007090,0.168127
🤹‍♀,woman_juggling,0.006995,0.108286
🔇,muted_speaker,0.006992,-0.077425
👩🏿‍❤‍👩🏻,couple_with_heart_woman_woman_dark_skin_tone_light_skin_tone,0.006981,-0.010562
👷🏾‍♀️,woman_construction_worker_medium-dark_skin_tone,0.006956,0.109055
🧝‍♂,man_elf,0.006822,0.167075
🧛🏽‍♂,man_vampire_medium_skin_tone,0.006809,0.148070
🔠,input_latin_uppercase,0.006783,-0.127814
🦹🏾‍♂,man_supervillain_medium-dark_skin_tone,0.006780,-0.017039
❣️,heart_exclamation,0.006776,-0.141571
👩🏻‍❤️‍👩🏻,couple_with_heart_woman_woman_light_skin_tone,0.006770,0.103609
👨‍👩‍👧,family_man_woman_girl,0.006737,0.140856
⏱,stopwatch,0.006695,-0.031454
🚓,police_car,0.006603,-0.084418
🟨,yellow_square,0.006552,-0.073753
🕎,menorah,0.006489,-0.028348
🤷🏻‍♂,man_shrugging_light_skin_tone,0.006452,0.115085
🧑🏽‍❤️‍💋‍🧑🏻,kiss_person_person_medium_skin_tone_light_skin_tone,0.006421,0.064138
🙋🏻‍♂️,man_raising_hand_light_skin_tone,0.006415,-0.016764
⛹🏾‍♂️,man_bouncing_ball_medium-dark_skin_tone,0.006412,-0.035974
🇬🇧,United_Kingdom,0.006375,0.090677
🧖🏾‍♀️,woman_in_steamy_room_medium-dark_skin_tone,0.006370,0.099873
🏷,label,0.006364,-0.094182
👨🏾‍❤‍💋‍👨🏼,kiss_man_man_medium-dark_skin_tone_medium-light_skin_tone,0.006342,0.033531
🧝🏾‍♀,woman_elf_medium-dark_skin_tone,0.006251,0.162008
🧏🏾‍♀️,deaf_woman_medium-dark_skin_tone,0.006208,0.042627
🦸🏾‍♀,woman_superhero_medium-dark_skin_tone,0.006172,0.069841
👩🏾‍❤️‍💋‍👨🏿,kiss_woman_man_medium-dark_skin_tone_dark_skin_tone,0.006170,0.040988
👱🏾‍♂️,man_medium-dark_skin_tone_blond_hair,0.006150,0.081618
🍄‍🟫,brown_mushroom,0.006148,-0.068613
🅱️,B_button_(blood_type),0.006142,-0.093567
✝️,latin_cross,0.006106,-0.124679
🤶🏻,Mrs._Claus_light_skin_tone,0.006078,-0.048726
👲🏼,person_with_skullcap_medium-light_skin_tone,0.006015,0.052814
👩🏽‍❤️‍💋‍👨🏿,kiss_woman_man_medium_skin_tone_dark_skin_tone,0.006008,0.009354
🧘🏻‍♂,man_in_lotus_position_light_skin_tone,0.005979,0.192587
🧎🏾‍♀️,woman_kneeling_medium-dark_skin_tone,0.005975,0.044349
🤹🏽‍♂,man_juggling_medium_skin_tone,0.005892,0.114940
👨🏼‍✈️,man_pilot_medium-light_skin_tone,0.005830,0.181103
💊,pill,0.005800,-0.137963
🧑🏾‍✈️,pilot_medium-dark_skin_tone,0.005778,0.069375
👩🏽‍✈️,woman_pilot_medium_skin_tone,0.005709,0.167638
👨🏼‍❤️‍👨🏼,couple_with_heart_man_man_medium-light_skin_tone,0.005664,0.137512
🫱🏾‍🫲🏻,handshake_medium-dark_skin_tone_light_skin_tone,0.005648,0.120515
