emoji,name,cos_sim_cad,cos_sim_prompt
👩🏽‍❤‍💋‍👨🏾,kiss_woman_man_medium_skin_tone_medium-dark_skin_tone,-0.004607,0.080313
🇦🇫,Afghanistan,-0.004627,0.100872
🇾🇹,Mayotte,-0.004633,0.111346
☎,telephone,-0.004645,-0.154469
🤸🏽‍♀,woman_cartwheeling_medium_skin_tone,-0.004671,0.122551
📌,pushpin,-0.004672,-0.157971
💂🏼‍♀️,woman_guard_medium-light_skin_tone,-0.004694,0.065476
👩🏾‍❤️‍👩🏽,couple_with_heart_woman_woman_medium-dark_skin_tone_medium_skin_tone,-0.004725,0.101289
💂🏿‍♀️,woman_guard_dark_skin_tone,-0.004741,-0.118855
🏊‍♂️,man_swimming,-0.004818,0.173743
🧎🏼‍♂‍➡️,man_kneeling_facing_right_medium-light_skin_tone,-0.004836,-0.012580
🙍,person_frowning,-0.004872,-0.131273
💇🏻,person_getting_haircut_light_skin_tone,-0.004877,0.019860
4⃣,keycap_4,-0.004946,-0.140962
👨🏼‍❤️‍👨🏻,couple_with_heart_man_man_medium-light_skin_tone_light_skin_tone,-0.004957,0.121453
🏊‍♀️,woman_swimming,-0.005088,0.183163
👢,woman’s_boot,-0.005104,-0.154899
㊗️,Japanese_congratulations_button,-0.005268,-0.135868
👱🏽‍♂️,man_medium_skin_tone_blond_hair,-0.005334,0.121164
💇🏼,person_getting_haircut_medium-light_skin_tone,-0.005369,0.062821
🧑🏻‍🍼,person_feeding_baby_light_skin_tone,-0.005429,0.074792
👩🏽‍❤️‍💋‍👩🏿,kiss_woman_woman_medium_skin_tone_dark_skin_tone,-0.005510,-0.051088
🌖,waning_gibbous_moon,-0.005521,0.170096
💂‍♂,man_guard,-0.005635,-0.009089
👩🏻‍⚕️,woman_health_worker_light_skin_tone,-0.005669,0.176126
🧟‍♂️,man_zombie,-0.005695,0.069540
🧖🏾‍♂️,man_in_steamy_room_medium-dark_skin_tone,-0.005710,0.106976
👩🏼‍❤️‍👩🏻,couple_with_heart_woman_woman_medium-light_skin_tone_light_skin_tone,-0.005762,0.113542
👩🏽‍🤝‍👩🏾,women_holding_hands_medium_skin_tone_medium-dark_skin_tone,-0.005801,0.082149
🧎🏿‍♂️‍➡️,man_kneeling_facing_right_dark_skin_tone,-0.005911,-0.104192
👩🏼‍❤️‍👩🏼,couple_with_heart_woman_woman_medium-light_skin_tone,-0.005918,0.099672
👩‍🎨,woman_artist,-0.005931,0.082145
👩🏾‍❤️‍👨🏽,couple_with_heart_woman_man_medium-dark_skin_tone_medium_skin_tone,-0.005966,0.095641
🚣🏼‍♀,woman_rowing_boat_medium-light_skin_tone,-0.005967,0.135485
👨🏿‍🤝‍👨🏾,men_holding_hands_dark_skin_tone_medium-dark_skin_tone,-0.005970,-0.055685
👨‍👨‍👧,family_man_man_girl,-0.005982,0.126397
👩🏻‍💻,woman_technologist_light_skin_tone,-0.006001,0.109896
👩🏼‍❤‍👨🏼,couple_with_heart_woman_man_medium-light_skin_tone,-0.006100,0.107544
👩🏾‍🚒,woman_firefighter_medium-dark_skin_tone,-0.006153,0.151320
👨🏾‍🍳,man_cook_medium-dark_skin_tone,-0.006157,0.128554
🇬🇹,Guatemala,-0.006182,0.098186
👨🏽‍🔬,man_scientist_medium_skin_tone,-0.006207,0.113362
👯🏻‍♀,women_with_bunny_ears_light_skin_tone,-0.006254,0.086432
🀄,mahjong_red_dragon,-0.006262,-0.151405
🧑🏽‍🎤,singer_medium_skin_tone,-0.006312,0.070365
🇹🇹,Trinidad_&_Tobago,-0.006320,0.088079
🔚,END_arrow,-0.006388,-0.157662
👩🏽‍❤‍👨🏽,couple_with_heart_woman_man_medium_skin_tone,-0.006401,0.099403
🚴🏼‍♂,man_biking_medium-light_skin_tone,-0.006416,0.147066
🗽,Statue_of_Liberty,-0.006420,-0.125945
⛄,snowman_without_snow,-0.006459,0.005115
🇦🇿,Azerbaijan,-0.006474,0.090169
👩🏼‍🔬,woman_scientist_medium-light_skin_tone,-0.006483,0.136917
🧑‍💻,technologist,-0.006520,0.088825
🔘,radio_button,-0.006523,-0.155633
🧍🏽,person_standing_medium_skin_tone,-0.006548,-0.109455
💇🏼‍♀️,woman_getting_haircut_medium-light_skin_tone,-0.006586,0.117713
🤼🏽‍♂️,men_wrestling_medium_skin_tone,-0.006591,0.133165
🤷🏼‍♂,man_shrugging_medium-light_skin_tone,-0.006596,0.111434
🧑🏻‍💻,technologist_light_skin_tone,-0.006608,0.081955
🤸🏻‍♀,woman_cartwheeling_light_skin_tone,-0.006635,0.123037
💂🏾‍♂️,man_guard_medium-dark_skin_tone,-0.006651,-0.000366
👩‍❤️‍👨,couple_with_heart_woman_man,-0.006739,0.074516
🇼🇸,Samoa,-0.006741,0.101260
🏔,snow-capped_mountain,-0.006744,-0.072760
🗜,clamp,-0.006811,-0.116043
🤼🏼‍♂️,men_wrestling_medium-light_skin_tone,-0.006836,0.152411
🇬🇩,Grenada,-0.006944,0.104375
🔜,SOON_arrow,-0.006954,-0.156708
👳🏿‍♀️,woman_wearing_turban_dark_skin_tone,-0.006954,-0.081902
♀,female_sign,-0.007056,-0.073361
🇫🇯,Fiji,-0.007071,0.108104
🤽🏼‍♀,woman_playing_water_polo_medium-light_skin_tone,-0.007120,0.131010
🤾🏿‍♀️,woman_playing_handball_dark_skin_tone,-0.007129,-0.088768
👩🏻‍❤️‍💋‍👩🏿,kiss_woman_woman_light_skin_tone_dark_skin_tone,-0.007196,-0.073431
🧏‍♀️,deaf_woman,-0.007197,0.133064
👩🏽‍🎨,woman_artist_medium_skin_tone,-0.007202,0.138462
🇪🇷,Eritrea,-0.007216,0.093827
🧞‍♀,woman_genie,-0.007219,0.145785
😤,face_with_steam_from_nose,-0.007302,-0.077769
🤷🏾‍♂,man_shrugging_medium-dark_skin_tone,-0.007338,0.097995
🧑🏿‍❤‍💋‍🧑🏻,kiss_person_person_dark_skin_tone_light_skin_tone,-0.007341,-0.062488
👩🏾‍❤️‍💋‍👩🏿,kiss_woman_woman_medium-dark_skin_tone_dark_skin_tone,-0.007441,-0.036996
🧑🏽‍🎨,artist_medium_skin_tone,-0.007448,0.081508
👩🏽‍🔬,woman_scientist_medium_skin_tone,-0.007455,0.122084
🚶🏽‍♀️,woman_walking_medium_skin_tone,-0.007464,0.139316
👩‍👩‍👦‍👦,family_woman_woman_boy_boy,-0.007468,0.112013
💆‍♀,woman_getting_massage,-0.007473,0.101401
🕵🏾‍♀,woman_detective_medium-dark_skin_tone,-0.007548,-0.027508
🚣🏻‍♀,woman_rowing_boat_light_skin_tone,-0.007558,0.119403
👩🏻‍❤‍👨🏼,couple_with_heart_woman_man_light_skin_tone_medium-light_skin_tone,-0.007605,0.099939
👮🏻‍♀️,woman_police_officer_light_skin_tone,-0.007629,0.113047
👧🏼,girl_medium-light_skin_tone,-0.007637,-0.144144
🧏🏻‍♂,deaf_man_light_skin_tone,-0.007650,0.148788
👬,men_holding_hands,-0.007694,-0.158874
🧑🏼‍🔧,mechanic_medium-light_skin_tone,-0.007706,0.135778
♦,diamond_suit,-0.007750,-0.054431
👩🏾‍❤‍👩🏾,couple_with_heart_woman_woman_medium-dark_skin_tone,-0.007757,0.077771
⛹🏼‍♀️,woman_bouncing_ball_medium-light_skin_tone,-0.007814,0.038348
👩🏿‍❤‍👩🏾,couple_with_heart_woman_woman_dark_skin_tone_medium-dark_skin_tone,-0.007879,-0.037957
⛱️,umbrella_on_ground,-0.007935,-0.088573
👩🏿‍❤‍👩🏼,couple_with_heart_woman_woman_dark_skin_tone_medium-light_skin_tone,-0.007957,-0.018837
🧑‍🎓,student,-0.007961,0.089677
👩🏽‍❤️‍👩🏾,couple_with_heart_woman_woman_medium_skin_tone_medium-dark_skin_tone,-0.007998,0.100747
💇🏾‍♂️,man_getting_haircut_medium-dark_skin_tone,-0.008006,0.075534
🧗🏿‍♂️,man_climbing_dark_skin_tone,-0.008007,-0.090195
👨‍👨‍👧‍👧,family_man_man_girl_girl,-0.008010,0.142212
🧎🏼‍♀,woman_kneeling_medium-light_skin_tone,-0.008012,0.079778
👯🏾‍♀,women_with_bunny_ears_medium-dark_skin_tone,-0.008028,0.045135
😛,face_with_tongue,-0.008104,-0.087756
🧘‍♂,man_in_lotus_position,-0.008338,0.175334
🧑‍🩰,ballet_dancer,-0.008441,0.003369
🇳🇦,Namibia,-0.008449,0.097947
👩🏻‍🌾,woman_farmer_light_skin_tone,-0.008528,0.130381
🇻🇪,Venezuela,-0.008630,0.088971
🤾🏾‍♀️,woman_playing_handball_medium-dark_skin_tone,-0.008683,0.072513
👩🏽‍❤️‍👩🏻,couple_with_heart_woman_woman_medium_skin_tone_light_skin_tone,-0.008712,0.108362
✝,latin_cross,-0.008747,-0.172695
👴🏾,old_man_medium-dark_skin_tone,-0.008750,-0.107654
🇹🇳,Tunisia,-0.008769,0.057177
🇸🇱,Sierra_Leone,-0.008849,0.071223
🙋🏽,person_raising_hand_medium_skin_tone,-0.008884,-0.103524
🧎🏻‍♂,man_kneeling_light_skin_tone,-0.008934,0.096767
👨🏿,man_dark_skin_tone,-0.008936,-0.071472
🙆🏾‍♀️,woman_gesturing_OK_medium-dark_skin_tone,-0.008938,0.010708
🤸🏽‍♂,man_cartwheeling_medium_skin_tone,-0.008943,0.115035
🤷🏽‍♂,man_shrugging_medium_skin_tone,-0.008943,0.096280
🇪🇨,Ecuador,-0.008951,0.099853
🤾🏿‍♂️,man_playing_handball_dark_skin_tone,-0.008976,-0.095347
🤷🏾‍♀,woman_shrugging_medium-dark_skin_tone,-0.009000,0.101324
🤸‍♀,woman_cartwheeling,-0.009045,0.108537
👨🏽‍🎨,man_artist_medium_skin_tone,-0.009054,0.104481
👩‍👧‍👦,family_woman_girl_boy,-0.009057,0.133136
👩🏿‍⚖️,woman_judge_dark_skin_tone,-0.009071,-0.018674
👰🏾,person_with_veil_medium-dark_skin_tone,-0.009158,-0.174741
🧟‍♀️,woman_zombie,-0.009169,0.066187
😯,hushed_face,-0.009225,-0.084414
👴🏽,old_man_medium_skin_tone,-0.009249,-0.080670
🇺🇿,Uzbekistan,-0.009250,0.082220
🙇🏿‍♂️,man_bowing_dark_skin_tone,-0.009258,-0.099213
🧛‍♀,woman_vampire,-0.009263,0.097536
🎟,admission_tickets,-0.009297,-0.112983
👋🏿,waving_hand_dark_skin_tone,-0.009334,-0.155932
💇🏽,person_getting_haircut_medium_skin_tone,-0.009393,-0.096091
📎,paperclip,-0.009446,-0.121787
🙎🏾,person_pouting_medium-dark_skin_tone,-0.009491,-0.138071
🧛🏿‍♀️,woman_vampire_dark_skin_tone,-0.009533,-0.065349
💲,heavy_dollar_sign,-0.009535,-0.071256
🙎🏼,person_pouting_medium-light_skin_tone,-0.009558,-0.094159
🧑🏼‍⚕️,health_worker_medium-light_skin_tone,-0.009631,0.155787
❣,heart_exclamation,-0.009678,-0.172747
🧏🏿‍♀️,deaf_woman_dark_skin_tone,-0.009714,-0.073190
🚣‍♀,woman_rowing_boat,-0.009786,0.106464
❔,white_question_mark,-0.009890,-0.138631
👨🏻‍🔬,man_scientist_light_skin_tone,-0.009972,0.120515
🧑🏾‍❤️‍💋‍🧑🏼,kiss_person_person_medium-dark_skin_tone_medium-light_skin_tone,-0.010000,0.006019
👩🏽‍❤‍👨🏻,couple_with_heart_woman_man_medium_skin_tone_light_skin_tone,-0.010018,0.098681
🇩🇿,Algeria,-0.010049,0.081807
🤷🏽‍♀,woman_shrugging_medium_skin_tone,-0.010059,0.101061
🧑🏾‍❤‍💋‍🧑🏻,kiss_person_person_medium-dark_skin_tone_light_skin_tone,-0.010092,0.002397
🇪🇭,Western_Sahara,-0.010106,0.075263
🏙,cityscape,-0.010159,-0.056363
🏕,camping,-0.010236,-0.083661
🧘🏼‍♂,man_in_lotus_position_medium-light_skin_tone,-0.010255,0.182057
👨🏽‍💻,man_technologist_medium_skin_tone,-0.010319,0.102228
🧔🏿‍♂️,man_dark_skin_tone_beard,-0.010343,-0.056932
👩🏻‍❤️‍👨🏽,couple_with_heart_woman_man_light_skin_tone_medium_skin_tone,-0.010374,0.091112
😢,crying_face,-0.010411,0.073551
👩🏾‍❤‍👨🏻,couple_with_heart_woman_man_medium-dark_skin_tone_light_skin_tone,-0.010432,0.091323
👨🏻‍🎨,man_artist_light_skin_tone,-0.010442,0.099638
❗,red_exclamation_mark,-0.010452,-0.188924
🧗🏾‍♂️,man_climbing_medium-dark_skin_tone,-0.010524,0.068160
🧝🏾‍♂,man_elf_medium-dark_skin_tone,-0.010542,0.147906
🏊🏼‍♂️,man_swimming_medium-light_skin_tone,-0.010558,0.172944
👩🏼‍⚕️,woman_health_worker_medium-light_skin_tone,-0.010607,0.178626
☠️,skull_and_crossbones,-0.010672,-0.139690
💇🏼‍♂️,man_getting_haircut_medium-light_skin_tone,-0.010691,0.119999
🧑🏿‍❤‍💋‍🧑🏽,kiss_person_person_dark_skin_tone_medium_skin_tone,-0.010697,-0.071735
👳🏿‍♂️,man_wearing_turban_dark_skin_tone,-0.010702,-0.095664
🇱🇾,Libya,-0.010708,0.095041
🧔🏿‍♀️,woman_dark_skin_tone_beard,-0.010805,-0.056774
🧑🏻‍❤️‍💋‍🧑🏼,kiss_person_person_light_skin_tone_medium-light_skin_tone,-0.010824,0.033088
🧑‍⚖️,judge,-0.010874,0.131240
👩‍👩‍👧‍👦,family_woman_woman_girl_boy,-0.010927,0.124157
🧎🏻‍♂‍➡️,man_kneeling_facing_right_light_skin_tone,-0.010996,-0.001534
🧗🏾‍♀️,woman_climbing_medium-dark_skin_tone,-0.011013,0.077468
🙎🏿‍♀️,woman_pouting_dark_skin_tone,-0.011046,-0.068554
#️⃣,keycap_#,-0.011053,-0.090749
👩🏽‍❤‍👨🏼,couple_with_heart_woman_man_medium_skin_tone_medium-light_skin_tone,-0.011088,0.096280
👩🏾‍❤‍👩🏽,couple_with_heart_woman_woman_medium-dark_skin_tone_medium_skin_tone,-0.011118,0.083170
🇬🇱,Greenland,-0.011133,0.085957
🇳🇵,Nepal,-0.011219,0.096595
👨🏾‍❤️‍💋‍👨🏿,kiss_man_man_medium-dark_skin_tone_dark_skin_tone,-0.011362,-0.042645
🤽🏼‍♂,man_playing_water_polo_medium-light_skin_tone,-0.011380,0.137554
👩🏼‍❤‍👨🏻,couple_with_heart_woman_man_medium-light_skin_tone_light_skin_tone,-0.011423,0.103016
👫🏾,woman_and_man_holding_hands_medium-dark_skin_tone,-0.011436,-0.112217
🚣🏻‍♂,man_rowing_boat_light_skin_tone,-0.011457,0.112727
👨🏼‍⚕️,man_health_worker_medium-light_skin_tone,-0.011473,0.180457
👩🏼‍❤‍👩🏼,couple_with_heart_woman_woman_medium-light_skin_tone,-0.011484,0.090488
👲🏽,person_with_skullcap_medium_skin_tone,-0.011513,-0.020257
👩🏽‍❤‍👩🏻,couple_with_heart_woman_woman_medium_skin_tone_light_skin_tone,-0.011523,0.092679
🧑🏿‍❤‍💋‍🧑🏼,kiss_person_person_dark_skin_tone_medium-light_skin_tone,-0.011527,-0.070404
👩🏿‍❤️‍👩🏼,couple_with_heart_woman_woman_dark_skin_tone_medium-light_skin_tone,-0.011545,-0.010889
🧑🏽‍❤️‍💋‍🧑🏼,kiss_person_person_medium_skin_tone_medium-light_skin_tone,-0.011552,0.037092
☮,peace_symbol,-0.011566,-0.180763
👩🏾‍❤‍👨🏾,couple_with_heart_woman_man_medium-dark_skin_tone,-0.011626,0.077520
👩🏽‍💻,woman_technologist_medium_skin_tone,-0.011720,0.115093
👨🏻‍❤‍💋‍👨🏿,kiss_man_man_light_skin_tone_dark_skin_tone,-0.011734,-0.076380
👩🏾‍⚕️,woman_health_worker_medium-dark_skin_tone,-0.011748,0.158686
👩🏾‍💻,woman_technologist_medium-dark_skin_tone,-0.011859,0.103883
2️⃣,keycap_2,-0.011895,-0.159271
🇫🇰,Falkland_Islands,-0.011962,0.092648
⛹🏽‍♂️,man_bouncing_ball_medium_skin_tone,-0.012023,0.050093
👩🏽‍🤝‍👨🏼,woman_and_man_holding_hands_medium_skin_tone_medium-light_skin_tone,-0.012029,0.111213
👩🏼‍❤‍👩🏻,couple_with_heart_woman_woman_medium-light_skin_tone_light_skin_tone,-0.012032,0.094731
🚵🏾‍♂️,man_mountain_biking_medium-dark_skin_tone,-0.012038,0.051541
👩🏿‍🤝‍👨🏻,woman_and_man_holding_hands_dark_skin_tone_light_skin_tone,-0.012058,-0.004618
💂🏿‍♂️,man_guard_dark_skin_tone,-0.012065,-0.129646
🙆🏻‍♂,man_gesturing_OK_light_skin_tone,-0.012112,0.024195
🧏🏿‍♂️,deaf_man_dark_skin_tone,-0.012152,-0.081118
👨🏽‍❤️‍👨🏻,couple_with_heart_man_man_medium_skin_tone_light_skin_tone,-0.012153,0.096988
🙋🏾‍♂️,man_raising_hand_medium-dark_skin_tone,-0.012176,-0.076154
🤽🏽‍♂,man_playing_water_polo_medium_skin_tone,-0.012215,0.122622
🇰🇵,North_Korea,-0.012267,0.085294
👩🏽‍🌾,woman_farmer_medium_skin_tone,-0.012291,0.127890
👩🏼‍❤️‍👨🏽,couple_with_heart_woman_man_medium-light_skin_tone_medium_skin_tone,-0.012301,0.099025
🏊🏼‍♀️,woman_swimming_medium-light_skin_tone,-0.012316,0.181011
🏃🏾,person_running_medium-dark_skin_tone,-0.012322,-0.113246
🇨🇬,Congo-Brazzaville,-0.012400,0.078235
👩🏿‍❤️‍👩🏾,couple_with_heart_woman_woman_dark_skin_tone_medium-dark_skin_tone,-0.012431,-0.030716
🙍🏿‍♂,man_frowning_dark_skin_tone,-0.012514,-0.071564
🇲🇭,Marshall_Islands,-0.012517,0.089239
🈺,Japanese_open_for_business_button,-0.012553,-0.186939
🚶🏻‍♂‍➡️,man_walking_facing_right_light_skin_tone,-0.012557,0.015370
♿,wheelchair_symbol,-0.012616,-0.059087
⛰,mountain,-0.012629,-0.101780
🧎🏼‍♀‍➡️,woman_kneeling_facing_right_medium-light_skin_tone,-0.012662,-0.014942
🛣,motorway,-0.012664,-0.119600
♠,spade_suit,-0.012666,-0.052353
🤭,face_with_hand_over_mouth,-0.012709,-0.162006
🚶‍♂‍➡️,man_walking_facing_right,-0.012768,-0.007150
⛹🏼‍♂️,man_bouncing_ball_medium-light_skin_tone,-0.012800,0.051409
👩🏼‍🤝‍👩🏾,women_holding_hands_medium-light_skin_tone_medium-dark_skin_tone,-0.012811,0.078222
👩🏻‍❤️‍👩🏼,couple_with_heart_woman_woman_light_skin_tone_medium-light_skin_tone,-0.012817,0.091921
🦹🏿‍♂️,man_supervillain_dark_skin_tone,-0.012838,-0.099032
👨🏿‍🏭,man_factory_worker_dark_skin_tone,-0.012856,-0.085954
🧖🏿‍♀️,woman_in_steamy_room_dark_skin_tone,-0.012887,-0.062020
🧑🏻,person_light_skin_tone,-0.012887,-0.108839
🖇️,linked_paperclips,-0.012980,-0.159990
📥,inbox_tray,-0.013031,-0.155474
👩‍💻,woman_technologist,-0.013062,0.065257
⏮️,last_track_button,-0.013070,-0.103610
🧘🏿‍♂️,man_in_lotus_position_dark_skin_tone,-0.013104,-0.084656
👩🏿‍🤝‍👩🏾,women_holding_hands_dark_skin_tone_medium-dark_skin_tone,-0.013149,-0.041816
👩🏻‍❤‍👩🏽,couple_with_heart_woman_woman_light_skin_tone_medium_skin_tone,-0.013191,0.087140
✴,eight-pointed_star,-0.013209,-0.189232
🚶🏼‍♀️,woman_walking_medium-light_skin_tone,-0.013222,0.133322
👮‍♀,woman_police_officer,-0.013249,0.037764
🧑🏻‍❤️‍💋‍🧑🏽,kiss_person_person_light_skin_tone_medium_skin_tone,-0.013303,0.023409
🤽🏽‍♀,woman_playing_water_polo_medium_skin_tone,-0.013336,0.113736
👩‍👩‍👧‍👧,family_woman_woman_girl_girl,-0.013342,0.123813
👩🏻‍🏭,woman_factory_worker_light_skin_tone,-0.013427,-0.004416
🇬🇬,Guernsey,-0.013453,0.073290
🧑🏻‍❤‍💋‍🧑🏼,kiss_person_person_light_skin_tone_medium-light_skin_tone,-0.013465,0.027540
🙍🏽,person_frowning_medium_skin_tone,-0.013511,-0.128723
👨🏽‍❤️‍💋‍👨🏿,kiss_man_man_medium_skin_tone_dark_skin_tone,-0.013532,-0.046982
👨🏿‍🍳,man_cook_dark_skin_tone,-0.013587,-0.070387
👩🏻‍❤‍👩🏼,couple_with_heart_woman_woman_light_skin_tone_medium-light_skin_tone,-0.013722,0.088543
👎,thumbs_down,-0.013780,-0.046427
🇨🇷,Costa_Rica,-0.013789,0.083906
👩🏻‍🤝‍👨🏼,woman_and_man_holding_hands_light_skin_tone_medium-light_skin_tone,-0.013795,0.100221
🫃🏾,pregnant_man_medium-dark_skin_tone,-0.013813,-0.120204
📿,prayer_beads,-0.013824,-0.150238
🧞‍♂,man_genie,-0.013837,0.130771
🚶‍♀‍➡️,woman_walking_facing_right,-0.013852,-0.004581
🧎🏽‍♂‍➡️,man_kneeling_facing_right_medium_skin_tone,-0.013934,-0.027830
👯‍♀,women_with_bunny_ears,-0.013984,0.042825
👯🏾‍♂,men_with_bunny_ears_medium-dark_skin_tone,-0.014012,0.047728
🇭🇰,Hong_Kong_SAR_China,-0.014053,0.089580
🧎🏾‍♂‍➡️,man_kneeling_facing_right_medium-dark_skin_tone,-0.014088,-0.075461
🚣🏼‍♂,man_rowing_boat_medium-light_skin_tone,-0.014132,0.126416
☣,biohazard,-0.014133,-0.188215
👩🏿‍❤‍👩🏽,couple_with_heart_woman_woman_dark_skin_tone_medium_skin_tone,-0.014164,-0.024993
😱,face_screaming_in_fear,-0.014166,0.028402
🦹🏿‍♀️,woman_supervillain_dark_skin_tone,-0.014174,-0.085526
🤵🏿‍♂️,man_in_tuxedo_dark_skin_tone,-0.014240,-0.089565
👳‍♀️,woman_wearing_turban,-0.014271,0.131137
👨‍👨‍👦,family_man_man_boy,-0.014277,0.109624
👐🏾,open_hands_medium-dark_skin_tone,-0.014294,-0.167144
🤼🏼‍♀️,women_wrestling_medium-light_skin_tone,-0.014308,0.147259
♏,Scorpio,-0.014332,0.098389
👩🏾‍🔬,woman_scientist_medium-dark_skin_tone,-0.014350,0.096005
🧎🏿‍➡️,person_kneeling_facing_right_dark_skin_tone,-0.014438,-0.113737
👩🏾‍❤‍👨🏼,couple_with_heart_woman_man_medium-dark_skin_tone_medium-light_skin_tone,-0.014480,0.086324
🇲🇫,St._Martin,-0.014562,0.088825
⛹🏽‍♀️,woman_bouncing_ball_medium_skin_tone,-0.014574,0.021561
👨🏼‍❤‍💋‍👨🏾,kiss_man_man_medium-light_skin_tone_medium-dark_skin_tone,-0.014621,0.026466
👩🏾‍❤‍👨🏽,couple_with_heart_woman_man_medium-dark_skin_tone_medium_skin_tone,-0.014633,0.079503
👨🏿‍🌾,man_farmer_dark_skin_tone,-0.014722,-0.070811
🚴🏾‍♂,man_biking_medium-dark_skin_tone,-0.014766,0.115358
👩‍⚖️,woman_judge,-0.014772,0.119619
👩🏼‍❤️‍💋‍👩🏿,kiss_woman_woman_medium-light_skin_tone_dark_skin_tone,-0.014848,-0.064694
😑,expressionless_face,-0.014849,-0.019730
🤾🏼‍♂,man_playing_handball_medium-light_skin_tone,-0.014852,0.119329
🧗🏻‍♂,man_climbing_light_skin_tone,-0.014886,0.111553
👉🏿,backhand_index_pointing_right_dark_skin_tone,-0.014923,-0.172294
👩🏿‍🤝‍👩🏼,women_holding_hands_dark_skin_tone_medium-light_skin_tone,-0.014993,-0.042314
🇦🇩,Andorra,-0.015086,0.091170
👨‍🔬,man_scientist,-0.015142,0.062688
⛴,ferry,-0.015225,-0.092975
👩🏾‍🏭,woman_factory_worker_medium-dark_skin_tone,-0.015268,0.010214
🇿🇦,South_Africa,-0.015287,0.099352
👮🏻‍♂️,man_police_officer_light_skin_tone,-0.015316,0.109320
🏥,hospital,-0.015348,-0.062825
🤼🏻‍♀️,women_wrestling_light_skin_tone,-0.015393,0.141680
🤟🏾,love-you_gesture_medium-dark_skin_tone,-0.015422,-0.146566
👦🏽,boy_medium_skin_tone,-0.015430,-0.140247
🈷️,Japanese_monthly_amount_button,-0.015431,-0.147080
👩🏾‍❤️‍👩🏼,couple_with_heart_woman_woman_medium-dark_skin_tone_medium-light_skin_tone,-0.015477,0.091379
👩🏼‍❤‍👩🏽,couple_with_heart_woman_woman_medium-light_skin_tone_medium_skin_tone,-0.015486,0.092711
🔽,downwards_button,-0.015504,-0.148562
🕍,synagogue,-0.015537,-0.129886
🤵🏻‍♂️,man_in_tuxedo_light_skin_tone,-0.015643,0.096933
🗺,world_map,-0.015726,-0.123659
⛑️,rescue_worker’s_helmet,-0.015833,-0.198179
🧎🏼‍♀️‍➡️,woman_kneeling_facing_right_medium-light_skin_tone,-0.015846,-0.057419
👨🏿‍🤝‍👨🏼,men_holding_hands_dark_skin_tone_medium-light_skin_tone,-0.015855,-0.068995
🙍🏾,person_frowning_medium-dark_skin_tone,-0.015877,-0.140805
🏃🏼‍♂‍➡️,man_running_facing_right_medium-light_skin_tone,-0.015881,0.039882
👨🏾‍❤️‍👨🏾,couple_with_heart_man_man_medium-dark_skin_tone,-0.015907,0.074828
😶‍🌫️,face_in_clouds,-0.015951,0.064902
🧎🏻‍♀‍➡️,woman_kneeling_facing_right_light_skin_tone,-0.015956,-0.011257
🤵🏿‍♀️,woman_in_tuxedo_dark_skin_tone,-0.016086,-0.086654
👨🏾‍🚒,man_firefighter_medium-dark_skin_tone,-0.016122,0.132604
👩🏾‍❤‍👩🏼,couple_with_heart_woman_woman_medium-dark_skin_tone_medium-light_skin_tone,-0.016146,0.084331
⛹‍♀️,woman_bouncing_ball,-0.016258,-0.083874
👩🏿‍❤️‍👨🏻,couple_with_heart_woman_man_dark_skin_tone_light_skin_tone,-0.016269,-0.006961
😶,face_without_mouth,-0.016342,-0.091343
🧑🏿‍❤️‍🧑🏻,couple_with_heart_person_person_dark_skin_tone_light_skin_tone,-0.016384,-0.062758
〰️,wavy_dash,-0.016388,-0.030400
🚶‍➡️,person_walking_facing_right,-0.016401,0.043496
👩🏾‍🎨,woman_artist_medium-dark_skin_tone,-0.016402,0.122712
📶,antenna_bars,-0.016404,-0.136754
👩🏿‍❤‍👩🏿,couple_with_heart_woman_woman_dark_skin_tone,-0.016415,-0.081438
🚶🏻‍♀‍➡️,woman_walking_facing_right_light_skin_tone,-0.016420,0.023127
🧏🏼‍♂,deaf_man_medium-light_skin_tone,-0.016420,0.076646
🚵🏾‍♀️,woman_mountain_biking_medium-dark_skin_tone,-0.016421,0.042098
👩‍👧‍👧,family_woman_girl_girl,-0.016453,0.130005
🇷🇸,Serbia,-0.016462,0.086175
🧑🏿‍❤️‍💋‍🧑🏾,kiss_person_person_dark_skin_tone_medium-dark_skin_tone,-0.016498,-0.072791
👩🏽‍🍼,woman_feeding_baby_medium_skin_tone,-0.016505,-0.092307
👥,busts_in_silhouette,-0.016525,-0.130024
🧑,person,-0.016527,-0.118434
👩🏼‍❤️‍👩🏾,couple_with_heart_woman_woman_medium-light_skin_tone_medium-dark_skin_tone,-0.016537,0.088404
🏄‍♂,man_surfing,-0.016538,0.116598
🤼🏿‍♀️,women_wrestling_dark_skin_tone,-0.016575,-0.094894
💃🏿,woman_dancing_dark_skin_tone,-0.016592,-0.130102
👩🏾‍🤝‍👨🏼,woman_and_man_holding_hands_medium-dark_skin_tone_medium-light_skin_tone,-0.016615,0.092000
🤼🏽‍♀️,women_wrestling_medium_skin_tone,-0.016617,0.126066
🥲,smiling_face_with_tear,-0.016627,0.045950
😮,face_with_open_mouth,-0.016660,-0.155175
🚶🏽‍♂️‍➡️,man_walking_facing_right_medium_skin_tone,-0.016703,0.007606
🧎🏽‍♀‍➡️,woman_kneeling_facing_right_medium_skin_tone,-0.016726,-0.027065
